Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
TI-CMP-44156,Paid Ads,Youth,22.0,YouTube,34534.0,2314.0,615.0,232.0,125048.0,1079.12,-0.5,Hindi,9.15,Tier 2 City Customers,25-09-2024
TI-CMP-35662,Social Media,Working Women,14.0,"Email, Facebook",92609.0,2374.0,,384.0,283392.0,151.89,,Tamil,3.83,Working Women,27-11-2024
TI-CMP-3630,Social Media,Tier 2 City Customers,24.0,,38853.0,3031.0,1427.0,1065.0,561255.0,148.39,2.55,Tamil,14.22,Tier 2 City Customers,03-03-2025
TI-CMP-10398,Social Media,Premium Shoppers,7.0,WhatsApp,15665.0,1350.0,459.0,270.0,172260.0,254.86,1.5,Hindi,13.27,Working Women,10-09-2024
TI-CMP-7478,Social Media,Working Women,13.0,Facebook,26141.0,1227.0,,301.0,229964.0,827.36,-0.08,Tamil,7.68,College Students,16-08-2024
TI-CMP-25975,Paid Ads,Youth,24.0,Instagram,95980.0,7792.0,2049.0,781.0,599027.0,252.26,2.04,Bengali,11.07,Premium Shoppers,30-10-2024
TI-CMP-48091,Influencer,Working Women,15.0,"WhatsApp, Google, Instagram",29760.0,2390.0,1010.0,650.0,208650.0,424.34,-0.24,Tamil,13.61,Working Women,07-06-2025
TI-CMP-32020,Paid Ads,Premium Shoppers,7.0,Email,17507.0,373.0,128.0,84.0,62832.0,1009.75,-0.26,Tamil,3.34,Premium Shoppers,25-09-2024
TI-CMP-47915,Influencer,College Students,19.0,Email,37502.0,1651.0,635.0,403.0,303459.0,319.11,1.36,Tamil,7.17,Youth,26-12-2024
TI-CMP-30239,SEO,College Students,26.0,Instagram,80992.0,11891.0,4996.0,3240.0,2365200.0,61.4,10.89,Tamil,24.85,Tier 2 City Customers,31-10-2024
TI-CMP-23103,Influencer,College Students,30.0,"Email, Facebook, YouTube",42771.0,4224.0,1627.0,698.0,464170.0,191.79,2.47,Bengali,15.31,,12-01-2025
TI-CMP-1936,Social Media,Tier 2 City Customers,8.0,WhatsApp,68550.0,1526.0,692.0,447.0,205173.0,221.06,1.08,Hindi,3.89,Premium Shoppers,29-10-2024
TI-CMP-13761,SEO,College Students,26.0,YouTube,77595.0,8349.0,2004.0,956.0,592720.0,188.59,2.29,English,,,26-12-2024
TI-CMP-3528,SEO,Tier 2 City Customers,25.0,"Facebook, Email",79994.0,8428.0,1942.0,786.0,231870.0,,0.12,Tamil,,Youth,22-05-2025
TI-CMP-15449,Paid Ads,Youth,13.0,"Email, YouTube, Instagram",74734.0,6027.0,3181.0,1419.0,508002.0,95.49,2.75,Hindi,14.22,Premium Shoppers,11-01-2025
TI-CMP-56167,Paid Ads,Tier 2 City Customers,24.0,"Facebook, WhatsApp, Google",61515.0,9202.0,,1828.0,1190028.0,,5.18,Hindi,23.21,Premium Shoppers,06-02-2025
TI-CMP-45359,SEO,Premium Shoppers,10.0,"Email, Google, Facebook",13728.0,,822.0,627.0,249546.0,360.66,0.1,English,23.89,Youth,13-09-2024
TI-CMP-55231,Social Media,College Students,11.0,Facebook,17857.0,2381.0,1181.0,640.0,268160.0,148.63,1.82,Hindi,23.53,Youth,02-03-2025
TI-CMP-29665,Paid Ads,Youth,16.0,"Google, Facebook, Email",56266.0,2073.0,582.0,315.0,238770.0,950.25,-0.2,English,5.28,Premium Shoppers,13-12-2024
TI-CMP-4173,Email,Premium Shoppers,23.0,"Facebook, Instagram, YouTube",10951.0,1103.0,495.0,236.0,173460.0,232.06,2.17,English,16.75,College Students,16-01-2025
TI-CMP-44546,Email,Youth,20.0,Facebook,75534.0,11306.0,3692.0,2625.0,1945125.0,43.29,16.12,,23.33,Premium Shoppers,21-07-2024
TI-CMP-28210,SEO,Youth,18.0,Email,22893.0,956.0,196.0,72.0,37224.0,2161.49,-0.76,Hindi,5.35,Tier 2 City Customers,03-11-2024
TI-CMP-24445,Email,College Students,28.0,WhatsApp,19897.0,1272.0,344.0,254.0,122936.0,233.39,1.07,English,9.4,Working Women,14-10-2024
TI-CMP-25965,SEO,Youth,20.0,Facebook,70364.0,10163.0,5284.0,3974.0,1223992.0,15.52,18.84,Bengali,27.6,Premium Shoppers,28-04-2025
TI-CMP-8984,,Premium Shoppers,28.0,"Google, Facebook",65757.0,6552.0,2015.0,1130.0,332220.0,51.22,4.74,Tamil,14.75,Working Women,24-07-2024
TI-CMP-9279,Email,College Students,25.0,"Instagram, Email",20950.0,1610.0,707.0,345.0,121785.0,576.07,-0.39,English,12.71,Premium Shoppers,16-01-2025
TI-CMP-32581,Email,Working Women,23.0,"Google, Instagram, Email",17624.0,910.0,396.0,303.0,231189.0,312.25,1.44,English,9.13,Working Women,07-07-2024
TI-CMP-12153,Social Media,Youth,18.0,"Instagram, WhatsApp",,6282.0,2178.0,1061.0,229176.0,97.51,1.22,English,11.99,Tier 2 City Customers,19-10-2024
TI-CMP-48852,SEO,Youth,22.0,"Instagram, Email",19752.0,1044.0,248.0,94.0,73320.0,3128.47,-0.75,Hindi,,,14-10-2024
TI-CMP-21832,Influencer,Youth,12.0,,37414.0,3721.0,1817.0,973.0,748237.0,302.18,1.54,Bengali,17.4,Youth,02-12-2024
,Social Media,Premium Shoppers,21.0,Email,58397.0,7879.0,3891.0,1295.0,635845.0,178.38,1.75,Tamil,22.37,Tier 2 City Customers,04-10-2024
TI-CMP-9270,Paid Ads,College Students,16.0,"Google, WhatsApp, Email",88983.0,12263.0,6568.0,3593.0,930587.0,,4.38,Hindi,25.2,Working Women,11-12-2024
TI-CMP-46263,Social Media,Tier 2 City Customers,12.0,"Email, Google",43858.0,4054.0,1502.0,537.0,205671.0,150.79,,Tamil,13.89,Tier 2 City Customers,26-05-2025
TI-CMP-28872,Email,College Students,7.0,Google,89856.0,8018.0,2115.0,1128.0,558360.0,188.67,1.62,Hindi,12.53,Youth,25-05-2025
TI-CMP-42624,Social Media,Premium Shoppers,25.0,"Email, WhatsApp",,5501.0,1131.0,438.0,246156.0,203.69,1.76,English,9.07,Youth,31-12-2024
TI-CMP-18210,Influencer,Premium Shoppers,30.0,"Email, WhatsApp, YouTube",75187.0,2475.0,1016.0,718.0,533474.0,79.69,8.32,Bengali,5.6,Youth,18-02-2025
TI-CMP-32985,Email,Premium Shoppers,16.0,"WhatsApp, Email, Instagram",72410.0,8046.0,4249.0,1617.0,1198197.0,35.25,20.02,Tamil,19.21,Tier 2 City Customers,01-09-2024
TI-CMP-8785,Email,Tier 2 City Customers,25.0,"Google, Facebook",77479.0,11482.0,,3656.0,2032736.0,70.38,6.9,English,27.67,Premium Shoppers,03-10-2024
TI-CMP-40286,Email,Premium Shoppers,27.0,,19749.0,2698.0,1011.0,725.0,168200.0,243.96,-0.05,English,22.45,Youth,11-11-2024
TI-CMP-12799,Influencer,Youth,12.0,Instagram,37653.0,4785.0,1192.0,470.0,288580.0,131.2,3.68,,17.12,Premium Shoppers,13-04-2025
TI-CMP-28173,SEO,College Students,26.0,"YouTube, Google, Instagram",88723.0,12446.0,2687.0,1980.0,790020.0,,2.6,Tamil,19.29,,15-03-2025
TI-CMP-53291,,College Students,28.0,"Facebook, Google, Instagram",95917.0,9950.0,4630.0,2208.0,1156992.0,88.0,4.95,Hindi,17.5,Premium Shoppers,14-01-2025
TI-CMP-46442,Social Media,Premium Shoppers,11.0,,61534.0,7866.0,1879.0,1023.0,554466.0,214.95,1.52,Hindi,17.5,Youth,13-05-2025
TI-CMP-38315,Social Media,Premium Shoppers,15.0,Google,32096.0,1818.0,422.0,245.0,149940.0,,0.18,English,7.74,Premium Shoppers,06-10-2024
TI-CMP-46642,Paid Ads,College Students,18.0,"YouTube, Instagram, WhatsApp",46514.0,5991.0,2385.0,1296.0,995328.0,90.86,7.45,Bengali,20.79,Youth,
TI-CMP-37462,Social Media,Premium Shoppers,28.0,"Email, Google, Instagram",18852.0,2422.0,934.0,493.0,218399.0,273.17,,English,20.42,Tier 2 City Customers,19-02-2025
TI-CMP-15831,Influencer,Youth,17.0,"Email, YouTube",46541.0,5875.0,1763.0,1019.0,629742.0,187.32,2.3,Hindi,18.6,Tier 2 City Customers,12-10-2024
TI-CMP-4394,Influencer,Tier 2 City Customers,26.0,"Facebook, Instagram",27766.0,3253.0,1320.0,668.0,412156.0,103.45,4.96,English,18.88,Youth,03-07-2024
TI-CMP-46757,Social Media,College Students,,WhatsApp,40652.0,2163.0,1247.0,720.0,528480.0,369.56,0.99,Hindi,10.16,Youth,02-10-2024
TI-CMP-1292,Email,Working Women,10.0,Facebook,29559.0,1827.0,967.0,513.0,228798.0,420.39,0.06,Bengali,11.19,Tier 2 City Customers,21-03-2025
TI-CMP-17071,,Working Women,14.0,"Instagram, Google, WhatsApp",44588.0,3872.0,1342.0,782.0,458252.0,97.64,5.0,Tamil,13.45,College Students,16-01-2025
TI-CMP-40247,Paid Ads,Premium Shoppers,28.0,"Instagram, Google, YouTube",77338.0,2421.0,763.0,420.0,205380.0,124.96,2.91,Hindi,4.66,Premium Shoppers,16-01-2025
TI-CMP-41653,Email,Working Women,27.0,"WhatsApp, Instagram",63381.0,8238.0,3563.0,1396.0,598884.0,107.64,2.99,Bengali,20.82,Working Women,17-09-2024
TI-CMP-17109,Social Media,College Students,29.0,"Email, Google",33694.0,4627.0,1358.0,672.0,394464.0,386.68,0.52,Bengali,19.76,Premium Shoppers,09-09-2024
TI-CMP-3757,,Working Women,20.0,YouTube,71146.0,7246.0,,2301.0,715611.0,50.02,5.22,Tamil,19.01,Working Women,20-02-2025
TI-CMP-37144,Email,Premium Shoppers,9.0,"Google, WhatsApp",32287.0,707.0,273.0,83.0,43492.0,3198.84,-0.84,English,3.29,Premium Shoppers,26-02-2025
TI-CMP-42665,Influencer,Tier 2 City Customers,26.0,YouTube,59656.0,5100.0,1637.0,1029.0,316932.0,100.53,2.06,Bengali,13.02,Tier 2 City Customers,03-09-2024
TI-CMP-11772,Email,Tier 2 City Customers,,"Email, Facebook, YouTube",,5672.0,2855.0,1609.0,1197096.0,61.17,11.16,English,10.97,,30-01-2025
,Paid Ads,Tier 2 City Customers,9.0,"Google, Instagram, Email",47664.0,1198.0,614.0,332.0,125828.0,673.72,-0.44,English,4.5,Tier 2 City Customers,23-10-2024
TI-CMP-46598,Social Media,Youth,16.0,"Google, Instagram, Email",86788.0,3172.0,654.0,478.0,342726.0,230.25,2.11,Hindi,4.96,Working Women,04-08-2024
TI-CMP-2126,,College Students,10.0,Facebook,56173.0,5512.0,1597.0,741.0,196365.0,268.89,-0.01,Hindi,13.97,Working Women,01-11-2024
TI-CMP-47963,Paid Ads,Tier 2 City Customers,15.0,"WhatsApp, YouTube, Instagram",30367.0,,1983.0,884.0,499460.0,62.5,8.04,English,23.39,Youth,05-04-2025
TI-CMP-46317,SEO,Working Women,30.0,WhatsApp,60880.0,6077.0,3406.0,2109.0,1545897.0,26.28,26.89,Hindi,19.04,Youth,04-10-2024
TI-CMP-48106,Paid Ads,Working Women,12.0,Email,92339.0,,1327.0,829.0,540508.0,121.21,4.38,,7.94,Youth,10-08-2024
TI-CMP-48178,Social Media,College Students,30.0,"WhatsApp, YouTube, Facebook",32642.0,4187.0,1966.0,765.0,285345.0,319.93,0.17,English,21.19,Premium Shoppers,26-07-2024
TI-CMP-20168,SEO,College Students,9.0,"Google, Facebook",44521.0,6160.0,1733.0,750.0,399750.0,193.41,1.76,Hindi,19.41,College Students,17-03-2025
TI-CMP-28878,Influencer,Tier 2 City Customers,6.0,"Email, Google",65862.0,6850.0,3101.0,,258897.0,43.04,3.9,Bengali,16.97,College Students,03-08-2024
TI-CMP-10731,Paid Ads,College Students,11.0,"YouTube, Instagram, Facebook",49365.0,3159.0,1251.0,729.0,347004.0,110.14,3.32,Hindi,10.41,Working Women,06-05-2025
TI-CMP-2005,,Tier 2 City Customers,26.0,"Google, WhatsApp",46534.0,4094.0,1603.0,,170950.0,516.35,-0.37,English,13.37,College Students,26-08-2024
,Paid Ads,Premium Shoppers,9.0,"YouTube, WhatsApp, Email",80836.0,9424.0,2985.0,2206.0,1475814.0,60.15,10.12,English,18.08,Tier 2 City Customers,20-07-2024
TI-CMP-16423,Email,College Students,5.0,"WhatsApp, Email, YouTube",23407.0,2308.0,946.0,474.0,356922.0,388.61,0.94,,15.93,Working Women,23-11-2024
TI-CMP-20780,Influencer,Working Women,20.0,"Facebook, Instagram, Email",55933.0,4146.0,2132.0,1188.0,799524.0,170.97,2.94,Tamil,13.35,Youth,14-08-2024
TI-CMP-19083,Email,Tier 2 City Customers,18.0,"WhatsApp, Google, YouTube",13150.0,1191.0,,445.0,330190.0,315.96,,Tamil,17.45,College Students,20-04-2025
TI-CMP-37983,Influencer,Working Women,15.0,"Google, YouTube",,3626.0,930.0,629.0,426462.0,468.48,0.45,English,5.26,Tier 2 City Customers,08-09-2024
TI-CMP-13932,Paid Ads,Tier 2 City Customers,25.0,"Facebook, Instagram, Email",44092.0,4418.0,2448.0,972.0,741636.0,240.16,2.18,English,17.78,Youth,22-09-2024
TI-CMP-50214,Social Media,Tier 2 City Customers,20.0,WhatsApp,32170.0,4698.0,1200.0,440.0,339240.0,240.32,2.21,Bengali,19.7,Youth,11-01-2025
TI-CMP-36311,Social Media,College Students,26.0,"Email, Instagram, YouTube",63821.0,2956.0,1679.0,793.0,254553.0,201.53,0.59,English,8.51,Youth,27-09-2024
TI-CMP-13733,,Tier 2 City Customers,17.0,"Google, YouTube, Facebook",66924.0,8663.0,3562.0,2684.0,544852.0,70.27,1.89,Hindi,,Youth,01-07-2024
TI-CMP-24858,SEO,Tier 2 City Customers,17.0,"Facebook, WhatsApp",15141.0,1098.0,365.0,199.0,135917.0,859.59,-0.21,English,10.98,Premium Shoppers,01-08-2024
TI-CMP-23952,Paid Ads,Youth,,Instagram,69940.0,8253.0,2293.0,839.0,471518.0,79.24,6.09,,16.28,Premium Shoppers,29-12-2024
TI-CMP-14948,Social Media,College Students,12.0,"WhatsApp, Email",82146.0,4631.0,1950.0,846.0,233496.0,144.21,0.91,English,9.04,Tier 2 City Customers,19-05-2025
TI-CMP-6265,Email,Tier 2 City Customers,7.0,"Instagram, YouTube, WhatsApp",94321.0,6443.0,1528.0,526.0,365044.0,225.26,2.08,Tamil,9.01,Working Women,05-01-2025
TI-CMP-18086,SEO,Working Women,11.0,"YouTube, Instagram, Email",34674.0,4918.0,1550.0,1042.0,662712.0,,2.51,Bengali,,Tier 2 City Customers,23-07-2024
TI-CMP-26928,Paid Ads,Youth,9.0,"Google, Instagram",33315.0,4542.0,1886.0,1418.0,340320.0,173.32,0.38,Tamil,23.55,,02-08-2024
TI-CMP-43631,SEO,Youth,11.0,Google,32641.0,3920.0,2320.0,1854.0,880650.0,28.43,,English,24.8,College Students,07-09-2024
TI-CMP-4263,Social Media,College Students,28.0,"YouTube, Facebook",36315.0,2698.0,542.0,400.0,188400.0,156.61,2.01,Bengali,10.02,,21-07-2024
TI-CMP-43732,Social Media,College Students,15.0,"WhatsApp, Google",36098.0,4033.0,1634.0,1181.0,764107.0,241.18,1.68,Bengali,18.97,Youth,05-06-2025
TI-CMP-39604,Influencer,,15.0,"Google, WhatsApp",77864.0,11046.0,3804.0,,510948.0,36.3,8.42,Hindi,20.99,Tier 2 City Customers,30-08-2024
TI-CMP-32725,Influencer,Premium Shoppers,28.0,Facebook,37549.0,2192.0,722.0,575.0,446775.0,438.79,0.77,Bengali,9.29,Tier 2 City Customers,16-01-2025
TI-CMP-56126,Influencer,Youth,6.0,"Email, WhatsApp",,2452.0,1447.0,814.0,432234.0,305.96,0.74,English,17.04,Tier 2 City Customers,22-07-2024
TI-CMP-53452,Influencer,Tier 2 City Customers,8.0,Email,50198.0,3745.0,1696.0,1017.0,463752.0,159.22,1.86,Hindi,,,18-01-2025
TI-CMP-10351,Social Media,Premium Shoppers,25.0,Email,69416.0,8957.0,3677.0,1935.0,1468665.0,127.68,4.94,English,20.99,Youth,23-07-2024
TI-CMP-4154,Social Media,Tier 2 City Customers,16.0,"Instagram, WhatsApp",,1214.0,517.0,253.0,72105.0,,,Tamil,8.0,Premium Shoppers,31-01-2025
TI-CMP-15401,Social Media,Youth,26.0,"Facebook, Google, Email",,1643.0,346.0,254.0,122936.0,870.55,-0.44,English,14.45,Premium Shoppers,22-01-2025
TI-CMP-52440,SEO,College Students,13.0,Google,76755.0,11340.0,4068.0,1479.0,548709.0,44.8,7.28,Hindi,22.0,Working Women,24-04-2025
TI-CMP-54766,Influencer,College Students,27.0,"Google, Instagram",88384.0,8685.0,4130.0,2763.0,1058229.0,19.77,18.37,Bengali,17.63,Tier 2 City Customers,14-10-2024
TI-CMP-52434,,Tier 2 City Customers,28.0,"Google, Facebook",42250.0,4517.0,2045.0,1363.0,626980.0,51.48,7.94,English,18.76,Youth,04-08-2024
TI-CMP-38286,Social Media,Working Women,7.0,"Facebook, YouTube, Google",12393.0,795.0,465.0,156.0,112632.0,1654.31,-0.56,English,,Premium Shoppers,
TI-CMP-53288,Social Media,College Students,27.0,"Instagram, Email, Google",81732.0,10266.0,5814.0,,1378678.0,47.28,9.81,Tamil,22.98,College Students,19-09-2024
TI-CMP-13212,SEO,Youth,7.0,Facebook,70814.0,7392.0,3008.0,940.0,266020.0,136.99,1.07,Bengali,16.01,Youth,05-12-2024
TI-CMP-23714,Paid Ads,College Students,24.0,"Google, WhatsApp, YouTube",71792.0,3104.0,,715.0,,271.84,0.13,Tamil,6.88,College Students,16-04-2025
TI-CMP-18121,Influencer,Premium Shoppers,15.0,"WhatsApp, Google, Facebook",61510.0,7028.0,2607.0,1475.0,703575.0,,2.52,Tamil,18.06,Tier 2 City Customers,04-01-2025
TI-CMP-43139,Influencer,Working Women,23.0,"WhatsApp, Google, YouTube",,4534.0,1021.0,688.0,297216.0,275.92,0.57,Bengali,11.29,,06-04-2025
TI-CMP-53964,Email,Tier 2 City Customers,18.0,Google,89694.0,4232.0,2331.0,1789.0,601104.0,,7.35,English,9.31,Working Women,25-08-2024
,Influencer,Premium Shoppers,6.0,"Email, WhatsApp, Facebook",63166.0,5609.0,2434.0,1713.0,811962.0,69.74,,English,15.45,College Students,10-01-2025
TI-CMP-35677,SEO,Working Women,6.0,Instagram,74094.0,10840.0,3052.0,1127.0,464324.0,142.37,1.89,English,20.27,,19-12-2024
TI-CMP-8209,Influencer,Youth,17.0,WhatsApp,34852.0,928.0,452.0,220.0,169180.0,449.42,0.71,Hindi,4.59,,30-04-2025
TI-CMP-23839,Influencer,Working Women,10.0,Facebook,98267.0,4832.0,2537.0,1968.0,946608.0,106.6,3.51,English,9.5,Youth,06-06-2025
TI-CMP-39843,Social Media,Working Women,7.0,"Instagram, Email",44333.0,6387.0,2527.0,1227.0,976692.0,157.76,4.05,English,22.87,College Students,25-08-2024
TI-CMP-9565,Email,Youth,28.0,"YouTube, Email, Facebook",84577.0,6426.0,2299.0,1459.0,,125.44,1.0,Hindi,12.04,Premium Shoppers,01-01-2025
TI-CMP-48989,Influencer,Premium Shoppers,13.0,YouTube,66742.0,5298.0,2837.0,1760.0,711040.0,110.94,2.64,Hindi,14.83,Youth,01-12-2024
TI-CMP-35486,Paid Ads,Working Women,7.0,WhatsApp,67873.0,,1710.0,539.0,245245.0,493.85,-0.08,Hindi,15.14,Working Women,10-07-2024
TI-CMP-50338,Social Media,Working Women,24.0,"Google, YouTube, WhatsApp",59918.0,5745.0,2825.0,2118.0,986988.0,78.31,4.95,Hindi,17.84,Youth,18-03-2025
TI-CMP-49837,Influencer,Premium Shoppers,20.0,"Google, Instagram, WhatsApp",53039.0,6811.0,3802.0,1408.0,392832.0,141.16,0.98,Bengali,22.66,College Students,25-12-2024
TI-CMP-52595,Influencer,College Students,30.0,"Google, Email, WhatsApp",69428.0,5360.0,1595.0,1003.0,547638.0,131.73,3.14,Bengali,11.46,College Students,13-09-2024
TI-CMP-14441,SEO,Tier 2 City Customers,23.0,"WhatsApp, Email",44702.0,1925.0,1072.0,621.0,214245.0,193.77,0.78,Tamil,8.09,Premium Shoppers,03-03-2025
TI-CMP-21120,Paid Ads,Working Women,14.0,"Email, WhatsApp",54984.0,6552.0,2972.0,1218.0,293538.0,120.33,1.0,Tamil,19.54,Working Women,30-08-2024
TI-CMP-1462,SEO,Working Women,6.0,"Google, YouTube, Instagram",62580.0,2084.0,649.0,241.0,163639.0,925.88,-0.27,Bengali,4.75,College Students,31-12-2024
TI-CMP-30266,Email,Premium Shoppers,17.0,"WhatsApp, Email",82597.0,1742.0,,468.0,110448.0,604.5,-0.61,Bengali,3.9,Working Women,22-09-2024
TI-CMP-15753,Social Media,Youth,7.0,"YouTube, Google",75479.0,,3739.0,1897.0,436310.0,150.58,0.53,Tamil,22.34,Youth,07-07-2024
TI-CMP-20661,SEO,Youth,5.0,"YouTube, WhatsApp",41603.0,2959.0,879.0,322.0,,840.48,-0.63,English,,Working Women,29-09-2024
TI-CMP-43383,Paid Ads,Working Women,13.0,"WhatsApp, Instagram",14170.0,2108.0,881.0,664.0,203848.0,259.22,0.18,Bengali,25.78,College Students,26-05-2025
TI-CMP-24381,Paid Ads,Tier 2 City Customers,11.0,"Instagram, Google",87277.0,8271.0,2668.0,937.0,470374.0,194.3,1.58,Tamil,13.61,Premium Shoppers,09-02-2025
TI-CMP-48729,Social Media,,11.0,"Instagram, Email",27214.0,754.0,447.0,313.0,69486.0,828.2,-0.73,Bengali,5.56,Youth,
TI-CMP-55202,Influencer,Working Women,9.0,"Email, Facebook",53470.0,6203.0,3671.0,1408.0,1088384.0,39.04,18.8,Bengali,21.1,Premium Shoppers,02-09-2024
TI-CMP-14270,Paid Ads,Tier 2 City Customers,25.0,Facebook,39163.0,1716.0,687.0,306.0,126990.0,384.54,0.08,Hindi,6.92,Premium Shoppers,08-01-2025
TI-CMP-4156,Email,Premium Shoppers,7.0,"Facebook, Email, Instagram",49671.0,6229.0,1468.0,676.0,209560.0,434.76,-0.29,,16.86,Working Women,14-12-2024
TI-CMP-16459,Social Media,Premium Shoppers,27.0,Google,53935.0,3556.0,1854.0,1077.0,560040.0,93.42,4.57,Hindi,12.03,College Students,13-01-2025
TI-CMP-10006,Paid Ads,Tier 2 City Customers,18.0,"Facebook, Google",15513.0,1619.0,415.0,181.0,74210.0,1078.09,-0.62,Tamil,14.28,Premium Shoppers,18-11-2024
TI-CMP-44987,Social Media,Tier 2 City Customers,21.0,"Email, WhatsApp",86332.0,8482.0,3614.0,1469.0,329056.0,,0.8,Tamil,15.71,College Students,17-10-2024
TI-CMP-46851,Email,Youth,25.0,"Instagram, WhatsApp",56843.0,4214.0,1104.0,647.0,,311.88,1.22,Hindi,10.49,Premium Shoppers,03-03-2025
TI-CMP-11193,Influencer,Working Women,17.0,"Google, WhatsApp, YouTube",75516.0,3043.0,1792.0,1010.0,521160.0,97.45,,Bengali,7.74,Tier 2 City Customers,28-07-2024
